Show Id,views
81151079,1.275
81150918,107.1
81150305,136.425
81149202,160.65
81148811,109.65
81148672,80.325
81147910,153
81147766,77.775
81147293,102
81147285,99.45
81147278,156.825
81147274,151.725
81146370,58.65
81146011,118.575
81145628,114.75
81145277,116.025
81145273,107.1
81145271,100.725
81145270,103.275
81145135,1.275
81144925,1.275
81144912,132.6
81144867,121.125
81144516,1.275
81142595,1.275
81141689,59.925
81140577,84.15
81140307,130.05
81140259,1.275
81139317,1.275
81137484,103.275
81137482,104.55
81136964,112.2
81136963,113.475
81136744,119.85
81135868,123.675
81135444,113.475
81133621,192.525
81132624,118.575
81132444,135.15
81132443,130.05
81132442,121.125
81132441,132.6
81132440,130.05
81132439,141.525
81132438,133.875
81132437,127.5
81131761,109.65
81131274,147.9
81130373,93.075
81130297,119.85
81128790,1.275
81127902,154.275
81123826,138.975
81123469,112.2
81123052,144.075
81123051,67.575
81123050,137.7
81122669,104.55
81122206,1.275
81121189,144.075
81121188,67.575
81121187,67.575
81121186,67.575
81121185,68.85
81121184,68.85
81121183,66.3
81121182,68.85
81121181,68.85
81121180,67.575
81121179,67.575
81121178,67.575
81121177,144.075
81121176,68.85
81121175,67.575
81121174,68.85
81121173,67.575
81121172,144.075
81121171,67.575
81121055,1.275
81121023,77.775
81116487,1.275
81113928,181.05
81113926,173.4
81113921,161.925
81113919,163.2
81113918,159.375
81113890,1.275
81113888,1.275
81113887,1.275
81113886,1.275
81113468,61.2
81112772,1.275
81112446,149.175
81111849,124.95
81110498,19.125
81110394,25.5
81110389,159.375
81110388,174.675
81110386,145.35
81110383,119.85
81109078,113.475
81108479,109.65
81108281,1.275
81108230,138.975
81107545,218.025
81106517,1.275
81105525,109.65
81105522,1.275
81105406,1.275
81104634,89.25
81104406,1.275
81104372,1.275
81103139,110.925
81103108,122.4
81103093,102
81103092,112.2
81103033,98.175
81100135,2.55
81099996,1.275
81099976,1.275
81098586,1.275
81098013,1.275
81096745,68.85
81096151,147.9
81095399,136.425
81095103,1.275
81094893,1.275
81094667,110.925
81094666,110.925
81094665,109.65
81094391,1.275
81094271,2.55
81094083,158.1
81094082,151.725
81094074,93.075
81094069,1.275
81093951,200.175
81093925,159.375
81093342,178.5
81093122,155.55
81093113,136.425
81092909,138.975
81092783,80.325
81092767,133.875
81092766,151.725
81092491,179.775
81092331,119.85
81092330,121.125
81092328,135.15
81092327,91.8
81092325,98.175
81092192,1.275
81092045,99.45
81091977,58.65
81091957,91.8
81091424,216.75
81091423,216.75
81091381,116.025
81091378,110.925
81091015,1.275
81090899,93.075
81090128,67.575
81090071,140.25
81089941,121.125
81088786,123.675
81088700,130.05
81088333,1.275
81088318,96.9
81088285,147.9
81088284,67.575
81088283,67.575
81088282,70.125
81088277,149.175
81088083,184.875
81087764,1.275
81087762,1.275
81087761,102
81087498,1.275
81087124,1.275
81087094,107.1
81086718,1.275
81086641,151.725
81086640,128.775
81086462,2.55
81086435,140.25
81086434,150.45
81085824,113.475
81085364,124.95
81084305,90.525
81084225,82.875
81083971,167.025
81083891,123.675
81083880,117.3
81083791,112.2
81083786,117.3
81083590,1.275
81082953,1.275
81082327,1.275
81082125,80.325
81082007,135.15
81081656,28.05
81081067,1.275
81080769,154.275
81080637,112.2
81079723,119.85
81079322,1.275
81079046,2.55
81078908,137.7
81078819,156.825
81078466,75.225
81078456,161.925
81078397,58.65
81078331,1.275
81078217,1.275
81077874,112.2
81077863,89.25
81077862,77.775
81077851,110.925
81077795,105.825
81077597,135.15
81077539,99.45
81077451,126.225
81077065,1.275
81076756,1.275
81076749,153
81076251,155.55
81076114,133.875
81076055,114.75
81076049,67.575
81076042,1.275
81075744,1.275
81075536,1.275
81075519,123.675
81075461,117.3
81075239,121.125
81075235,206.55
81074663,33.15
81074542,128.775
81074375,90.525
81074367,136.425
81074140,147.9
81074135,167.025
81074113,73.95
81074060,1.275
81074015,124.95
81073764,1.275
81073590,112.2
81073387,214.2
81072951,1.275
81072919,1.275
81072917,160.65
81072883,1.275
81072852,1.275
81072829,1.275
81072807,1.275
81072752,1.275
81072571,2.55
81072516,206.55
81072430,1.275
81071972,72.675
81071891,137.7
81071868,167.025
81071666,1.275
81070963,2.55
81070659,80.325
81070008,105.825
81069393,1.275
81069255,114.75
81069254,131.325
81069249,113.475
81068732,138.975
81068687,135.15
81067761,174.675
81067760,159.375
81067759,123.675
81067758,132.6
81067757,142.8
81066961,96.9
81066723,1.275
81066709,1.275
81066244,124.95
81065902,131.325
81065786,121.125
81065784,110.925
81065331,117.3
81064730,2.55
81064394,2.55
81063743,118.575
81063480,163.2
81063160,1.275
81063129,142.8
81063091,1.275
81063084,66.3
81063049,1.275
81063028,1.275
81062853,149.175
81062828,1.275
81062674,160.65
81062606,163.2
81062582,1.275
81062580,1.275
81062075,1.275
81061828,1.275
81061410,114.75
81061407,121.125
81060232,82.875
81060174,85.425
81060096,70.125
81060049,84.15
81060043,114.75
81060041,114.75
81060040,107.1
81060038,119.85
81059956,126.225
81059944,113.475
81059856,1.275
81059816,1.275
70129452,107.1
80144119,146.625
80114111,84.15
80161109,94.35
516788,124.95
542137,146.625
374651,186.15
1067876,163.2
60020949,127.5
60020948,119.85
296682,109.65
516154,107.1
60010082,102
60033788,95.625
60022255,99.45
18021979,103.275
60033786,95.625
26009364,113.475
60033787,100.725
60003540,100.725
60022254,95.625
60021788,105.825
70020048,99.45
70026432,91.8
70028197,104.55
70083532,113.475
70118155,99.45
70118953,107.1
70109429,124.95
70169918,135.15
80005738,33.15
70302844,99.45
80028529,99.45
80158772,99.45
80092857,117.3
80152627,126.225
80224924,99.45
80198046,99.45
80189866,110.925
70275600,229.5
81041182,105.825
70022548,57.375
70046968,137.7
1145882,103.275
80156369,109.65
70059700,87.975
80039484,114.75
70266171,121.125
60022914,119.85
70206816,122.4
70141644,107.1
70206822,122.4
70206823,119.85
70206821,121.125
70043231,103.275
70206818,119.85
70206825,121.125
60001104,142.8
70206826,118.575
70055221,119.85
70057994,155.55
60035870,246.075
80158395,188.7
60000545,128.775
80038527,135.15
70018513,126.225
70036200,126.225
80038445,135.15
70074559,105.825
70052492,112.2
70101321,123.675
70045356,87.975
70053412,103.275
70053885,108.375
70108386,121.125
70084180,132.6
70077076,100.725
70204282,104.55
70218312,112.2
70083809,113.475
70114977,133.875
70208801,119.85
70114948,141.525
70154110,131.325
80134438,140.25
70233894,142.8
70243696,159.375
70243692,159.375
70153178,169.575
70174733,82.875
70260383,119.85
70129457,126.225
70288423,56.1
70204316,103.275
70167128,114.75
80084756,133.875
70224969,73.95
70298251,76.5
70250364,77.775
70230138,82.875
70245034,87.975
70296765,98.175
70230147,100.725
70301620,107.1
70242063,118.575
70297799,149.175
70268489,159.375
70285730,159.375
70293703,163.2
70295762,177.225
70302184,44.625
80002074,71.4
80002073,73.95
70280748,91.8
80145086,95.625
70278877,95.625
70303706,98.175
70290568,102
70251218,107.1
70266684,108.375
70290904,126.225
80007215,127.5
80084454,130.05
70304191,142.8
80106139,145.35
80141337,156.825
80032640,182.325
80021983,73.95
80004534,95.625
80002621,98.175
80158270,100.725
70299904,102
70304186,103.275
80004478,103.275
80011846,112.2
80113785,113.475
70304188,113.475
70299286,114.75
80033772,114.75
80018336,117.3
80161850,121.125
80141338,124.95
80052683,126.225
80108234,126.225
80118982,127.5
80106928,127.5
80048977,127.5
80093127,127.5
80082739,128.775
70308063,131.325
80108386,133.875
80094453,133.875
80093212,136.425
80059440,136.425
80082749,138.975
80036832,140.25
80106140,141.525
80142140,146.625
80094357,147.9
80104552,163.2
80057969,172.125
80075009,172.125
80044545,174.675
80085300,200.175
80038290,36.975
80048200,77.775
80015210,87.975
80065220,91.8
80092409,98.175
80045922,102
80053140,103.275
80011848,104.55
80038162,105.825
80039644,107.1
80045783,108.375
80087897,109.65
80058247,109.65
80070182,109.65
80081958,110.925
80154179,112.2
80157565,112.2
80128690,114.75
80100772,114.75
80079470,116.025
80092850,116.025
80038420,117.3
80093812,118.575
80093295,118.575
80045805,118.575
80095530,118.575
80106989,119.85
80064273,121.125
80044536,122.4
80105672,122.4
80095233,122.4
80119235,123.675
80031666,126.225
80103623,126.225
80097438,131.325
80096585,135.15
80093107,135.15
80167843,137.7
80116307,141.525
80115133,141.525
70155788,150.45
80103428,151.725
80147513,156.825
80098475,161.925
80144448,165.75
80106138,168.3
80144372,169.575
80163352,182.325
80076160,51
80149282,91.8
80132410,93.075
80149575,99.45
80117240,102
80097466,107.1
80990829,107.1
80029708,108.375
80109260,109.65
80105358,109.65
80141335,110.925
80195885,110.925
80136440,112.2
80095094,114.75
80106504,116.025
80097360,116.025
80104240,117.3
80109089,117.3
80167461,117.3
80092404,118.575
80125512,118.575
80108691,119.85
80165917,119.85
80148595,121.125
80098709,122.4
80098288,123.675
80191835,135.15
80145625,164.475
80164778,182.325
80209061,109.65
80195901,122.4
382650,113.475
60010069,142.8
771476,117.3
709163,150.45
70058796,124.95
60000577,140.25
60028294,145.35
60011649,147.9
60010836,127.5
419733,118.575
60010488,151.725
60001761,159.375
793907,175.95
60035622,130.05
60011619,149.175
60023856,112.2
60029366,182.325
60022396,121.125
523650,142.8
510854,116.025
60022502,128.775
506464,131.325
60028097,122.4
28631029,108.375
60000901,133.875
60002003,107.1
60000409,113.475
60000921,116.025
60021377,132.6
60020906,285.6
60020916,112.2
60023618,127.5
60022058,99.45
60022265,112.2
60026155,133.875
60031264,104.55
60029178,105.825
60030245,110.925
60027689,118.575
60037606,127.5
70011206,167.025
60033300,173.4
60034568,116.025
60036237,121.125
70011207,126.225
70021648,146.625
70039187,112.2
70021640,118.575
70038131,118.575
70043308,109.65
70063591,113.475
70053456,114.75
70044595,116.025
70044883,117.3
70021654,118.575
70043303,124.95
70058017,132.6
70060017,142.8
70065096,147.9
70087087,206.55
70058025,109.65
70056441,110.925
70060010,117.3
70045274,122.4
70100381,127.5
70101345,135.15
70099119,110.925
70099120,121.125
70077556,123.675
70105338,124.95
70099615,126.225
70105599,128.775
70103762,137.7
70108985,112.2
70112731,113.475
70109689,116.025
70109891,116.025
70105369,126.225
70124331,127.5
70125931,178.5
70132722,104.55
70125232,123.675
70185141,132.6
70121502,136.425
70166234,96.9
70181716,100.725
70117582,109.65
70176656,112.2
70183165,116.025
70142824,121.125
70290905,121.125
70185045,122.4
70202138,124.95
70212504,136.425
70290567,127.5
70295067,127.5
70286355,151.725
70295085,91.8
80063617,102
70267834,114.75
70271599,117.3
70302836,118.575
70267728,122.4
80020772,131.325
70305955,136.425
70307659,156.825
80005501,90.525
80125818,108.375
80017272,108.375
80018296,114.75
70287957,116.025
80018328,126.225
80062096,136.425
80023667,94.35
80063290,108.375
80127764,114.75
80119555,116.025
80028359,118.575
80057578,136.425
80135360,136.425
80134893,95.625
80092781,105.825
80098203,108.375
80108983,112.2
80166318,113.475
80105067,117.3
80233085,119.85
80154682,119.85
80141928,123.675
80095718,126.225
80168231,99.45
80121841,109.65
80224054,109.65
81012857,116.025
80225034,116.025
80194610,118.575
80189954,118.575
80196379,118.575
80164465,121.125
80190984,122.4
80217130,131.325
80221560,132.6
80211590,135.15
80208155,140.25
80131616,141.525
80221640,144.075
81002747,149.175
80221639,150.45
81059388,150.45
80221446,167.025
80186829,169.575
80158976,79.05
81006594,86.7
81003058,100.725
80166319,108.375
80996790,109.65
80232279,109.65
80215046,114.75
80991404,114.75
80989043,116.025
80195962,117.3
80224106,117.3
80201039,121.125
80244855,122.4
80233925,123.675
80195967,126.225
80221447,126.225
81029736,90.525
81044813,109.65
80183187,124.95
70031792,141.525
449931,255
60031884,211.65
70050576,127.5
498716,131.325
281550,138.975
60001807,108.375
60003961,113.475
60010487,161.925
60025674,132.6
60033108,122.4
786137,130.05
70003046,93.075
60011552,150.45
17672040,141.525
60011597,243.525
22469949,130.05
60026477,137.7
607931,147.9
22040803,165.75
60029363,131.325
673843,145.35
292118,103.275
1151375,137.7
1153194,147.9
17016471,151.725
1181661,173.4
1181488,177.225
1171655,113.475
1153656,114.75
60001650,124.95
20129240,140.25
5670479,175.95
11819467,177.225
18066997,104.55
17687959,114.75
22007250,135.15
60000480,142.8
28371873,163.2
28631236,104.55
21302357,121.125
60000891,147.9
60002907,153
60001363,165.75
60001396,165.75
60000878,113.475
60003242,124.95
60004471,130.05
60021790,150.45
60020236,158.1
60022998,128.775
60024914,147.9
60023619,158.1
60024927,169.575
60023606,175.95
60024942,181.05
60004483,228.225
60023597,112.2
60023608,119.85
60022645,122.4
60022980,126.225
60027583,133.875
60027726,135.15
60031284,151.725
60031278,163.2
60004484,256.275
60027716,108.375
60027701,124.95
60033320,128.775
60033107,128.775
60034549,155.55
70011211,159.375
70011219,179.775
70023960,128.775
70021634,128.775
70021652,132.6
70019506,150.45
70021661,151.725
70019004,174.675
70048968,108.375
70045919,118.575
70039185,119.85
70039168,123.675
70020947,124.95
70044870,130.05
70042688,136.425
70051671,137.7
70041162,137.7
70044688,140.25
70044605,149.175
70044693,164.475
70041963,196.35
70044697,124.95
70074299,135.15
70044594,140.25
70065107,154.275
70058024,155.55
70077546,160.65
70045863,169.575
70047101,177.225
70056433,112.2
70058022,112.2
70044705,116.025
70066433,122.4
70077542,123.675
70084795,132.6
70100379,132.6
70100377,132.6
70060018,138.975
70077557,140.25
70099610,140.25
70098332,145.35
70098902,151.725
70084799,156.825
70084788,156.825
70104313,156.825
70082268,108.375
70105130,108.375
70087538,110.925
70060005,114.75
70101375,121.125
70098899,123.675
70084791,124.95
70082264,126.225
70105596,136.425
70114022,138.975
70113003,138.975
70103524,146.625
70108017,147.9
70129415,149.175
70095135,154.275
70113532,156.825
70112732,156.825
70110558,163.2
70118779,170.85
70121522,209.1
70113538,102
70111265,105.825
70122722,108.375
70105370,126.225
70153543,130.05
70142888,131.325
70142542,131.325
70119812,135.15
70170051,135.15
70117294,136.425
70128696,141.525
70117312,142.8
70128701,146.625
70137790,151.725
70130445,178.5
70131314,188.7
70136074,112.2
70141971,119.85
70142827,133.875
70189282,133.875
70184051,136.425
70167072,140.25
70184050,141.525
70177633,144.075
70175439,156.825
70172928,187.425
70176655,110.925
70202151,113.475
70178618,116.025
70126573,121.125
70143369,169.575
70251896,191.25
70229213,109.65
70257413,114.75
70259259,119.85
70260989,122.4
70242568,126.225
70292939,131.325
70270775,137.7
70284281,155.55
70283202,160.65
70267802,105.825
70267838,116.025
70270362,124.95
80016401,131.325
80013773,140.25
70304988,144.075
70266675,151.725
80000644,156.825
80017275,165.75
80044562,116.025
80017171,117.3
80015794,123.675
70300666,123.675
80067754,130.05
80076698,133.875
80046819,136.425
80064521,138.975
80145512,140.25
80057565,141.525
80049281,141.525
80021840,149.175
70301367,163.2
70295170,163.2
80059432,105.825
80048218,113.475
80075828,114.75
80104116,114.75
80059505,117.3
70295176,119.85
80039050,122.4
80032636,123.675
80081372,124.95
80049177,126.225
80066084,126.225
80094258,128.775
80138681,133.875
80131551,133.875
80099089,136.425
80152745,141.525
80098103,146.625
80097424,153
80192244,164.475
80116741,86.7
80163053,98.175
80096786,107.1
80120740,109.65
80098491,112.2
80128245,113.475
80179288,119.85
80198055,119.85
80002667,123.675
80097363,124.95
80215922,135.15
80172937,136.425
80153894,147.9
80087352,151.725
80191963,154.275
80219019,163.2
80186608,167.025
80192018,193.8
80204460,195.075
80192097,95.625
80217545,109.65
80109128,113.475
80196584,117.3
80217121,118.575
80039439,119.85
80193491,121.125
80198730,121.125
80170277,122.4
80173150,122.4
80103336,122.4
80193614,123.675
80176756,124.95
80235025,127.5
80994444,130.05
80215923,131.325
80222301,138.975
80201490,140.25
80220813,150.45
81034575,150.45
80990221,160.65
81004245,161.925
81016191,165.75
80220814,172.125
81046962,172.125
80201906,172.125
80219127,191.25
81044103,110.925
81017724,119.85
80233493,124.95
80202874,130.05
80174451,160.65
81034741,104.55
80208235,105.825
81038225,114.75
80201542,118.575
81045499,122.4
80223271,123.675
709380,195.075
70001777,114.75
60002403,174.675
60033247,116.025
653673,130.05
60036838,131.325
70001958,142.8
60004083,154.275
15815343,105.825
18907685,145.35
352989,124.95
60001377,123.675
699257,119.85
70100527,128.775
70020699,164.475
70130432,123.675
1008581,135.15
70124316,132.6
80236778,102
60034929,107.1
569355,140.25
60029369,170.85
372195,110.925
60036691,98.175
684847,133.875
701346,133.875
70020296,142.8
80025702,118.575
347365,126.225
70060380,128.775
60035996,136.425
60036359,248.625
408911,130.05
520489,150.45
269880,151.725
70052286,123.675
60022413,128.775
404067,128.775
485218,169.575
60037022,119.85
1065372,119.85
1150871,138.975
1151188,144.075
1180086,147.9
26597413,151.725
1181550,154.275
20159719,158.1
1151721,161.925
1178866,164.475
60010514,196.35
1179333,119.85
1179583,122.4
1179574,122.4
16914787,131.325
16944044,137.7
11819434,150.45
18002692,151.725
17236920,154.275
1192866,158.1
1193180,121.125
70003680,141.525
60000407,155.55
20557937,173.4
60000209,177.225
60000440,240.975
60000861,130.05
60003378,140.25
60001854,141.525
60003508,142.8
60000415,149.175
